"Story","Title","Result","Date","Stability","Duration (s)"
"Payments","Manual payment with multiple documents","ERROR","2022-10-20T18:02:21.666+08:00[Asia/Shanghai]","0.0","286.51"
"Payments","Application of prepayment full","FAILURE","2022-10-20T18:07:09.032+08:00[Asia/Shanghai]","0.0","410.01"
"Payments","Manual payment with zero payments","ERROR","2022-10-20T18:18:53.756+08:00[Asia/Shanghai]","0.0","241.79"
"Payments","Application of prepayment partial","FAILURE","2022-10-20T18:26:59.969+08:00[Asia/Shanghai]","0.0","408.51"
