"Story","Title","Result","Date","Stability","Duration (s)"
"Manage bank account","Add a bank account","SUCCESS","2022-10-20T17:49:23.803+08:00[Asia/Shanghai]","0.0","87.51"
"Manage bank account","Edit a bank account","SUCCESS","2022-10-20T17:50:52.049+08:00[Asia/Shanghai]","0.0","84.9"
"Manage bank account","Activate a bank account","SUCCESS","2022-10-20T17:53:08.131+08:00[Asia/Shanghai]","0.0","54.82"
"Manage bank account","Manage bank account using GVAGL bank account","SUCCESS","2022-10-20T17:54:03.67+08:00[Asia/Shanghai]","0.0","230.62"
